Front,Back,Left,Right,Command
35.41,233.78,19.84,19.82,back
35.46,414.09,19.74,19.62,back
35.16,278.85,19.94,19.74,back
35.12,572.34,20.2,19.35,left
35.02,63.33,19.82,19.84,back
34.87,424.78,20.04,20.4,front
36.33,945.25,20.26,20.37,front
36.38,295.77,20.2,20.23,front
36.02,303.23,20.11,19.53,left
36.11,139.55,20.23,20.6,front
30.55,149.63,19.75,20.04,right
34.88,315.2,19.45,20.16,right
35.51,824.64,19.62,20.42,right
35.77,1027.72,20.23,20.2,front
34.29,97.78,20.37,20.16,front
35.9,321.35,20.88,20.2,front
35.96,210.34,20.59,19.33,left
35.02,907.8,20.31,19.55,left
34.88,83.38,19.97,20.18,right
32.03,310.42,19.62,20.42,right
33.97,63.95,19.75,20.31,right
33.25,918.51,20.16,20.3,front
38.32,181.46,20.16,20.13,front
30.74,479.4,20.38,20.31,front
38.03,129,20.09,20.3,front
32.08,210.8,19.94,20.26,right
30.72,201.03,19.8,19.48,back
27.12,162.18,20.04,20.33,front
13.38,213.11,19.75,19.52,back
27.68,218.69,19.67,20.01,right
13.41,91.29,19.77,20.16,right
9.45,468.15,20.42,20.25,left
27.97,209.32,3.71,20.04,right
36.58,562.73,2.99,19.84,back
10.49,192.41,4.32,19.74,back
29.34,500.4,39.37,20.48,front
26.98,543.88,22.47,20.31,front
26.3,99.72,22.24,20.16,front
27.05,714.85,21.52,19.53,left
26.38,48.21,21.66,19.87,left
26.33,683.69,7.11,19.58,back
29.75,168.22,4.69,20.25,right
12.75,490.64,5.49,20.37,right
35.87,791.57,3.69,20.25,right
27.81,192.61,3.47,20.2,right
28.02,769.01,2.6,19.97,back
24.87,235.88,2.41,19.87,back
36.84,36.67,2.53,20.03,right
24.33,36.52,2.74,19.94,back
24.24,36.62,2.98,20.13,right
23.99,35.55,3.28,20.54,right
23.48,36.3,4.06,21.1,right
23.19,34.39,5.1,20.72,right
23.51,32.98,5.56,21.4,right
23.31,35.26,7.16,22.17,right
23.34,34.32,13.31,23.02,right
23.31,74.43,10.03,53.58,right
23.48,75.04,28.59,52.43,front
23.9,72.96,15.18,51.48,right
24.12,73.15,15.18,52.07,right
24.38,74.02,27.81,51.9,front
24.48,81.86,29.22,51.02,front
24.82,55.79,17.82,50.93,right
24.77,73.3,18.99,50.75,right
24.75,72.39,17.09,50.88,right
24.89,75.38,18.77,50.29,right
25.04,71.81,39.81,50.24,front
25.3,72.1,27.74,49.83,front
25.84,73.07,26.95,50.88,front
25.84,72.03,27.44,47.87,front
25.74,73.92,29.77,47.19,front
25.67,74.1,27.69,48.79,front
24.97,72.3,28.8,52.14,front
24.82,74.15,30.53,48.86,front
24.39,74.36,13.23,51.31,right
24.22,74.36,11.99,51.09,right
23.95,72.9,11.59,53.11,right
23.99,74.6,11.85,52.29,right
23.95,73.64,11.92,51.54,right
24.17,73.15,12.46,51.02,right
24.6,74.85,13.11,50.22,right
24.6,73.37,13.04,50.66,right
25.13,72.39,14.23,51.02,right
25.62,71.83,15.88,49.79,right
25.89,73.8,18.34,50.83,right
26.47,58.89,26.18,50.83,front
27.25,72.57,25.91,48.76,front
27.8,72.64,26.08,51.36,front
28.22,251.53,26.08,50.93,front
28.12,143.97,25.74,51,front
28.05,71.79,25.98,50.25,front
27.56,70.45,25.91,50.25,front
27.25,74.24,26.49,49.81,front
26.62,72.79,25.19,48.98,front
26.55,73.32,25.59,49.76,front
25.89,71.66,23.02,49.76,front
25.4,74.92,12.39,50.59,right
24.65,73.36,11.44,51.09,right
24.39,74.07,10.4,51.97,right
24.22,74.09,10.17,51.32,right
24.33,74.58,9.81,50.52,right
24.26,72.84,10.13,50.88,right
24.48,74,10.37,50.81,right
24.94,73.37,10.83,50.35,right
25.25,74.75,11.56,49.88,right
25.09,73.29,12.19,49.44,right
25.52,72.39,13.33,50.86,right
26.16,73.25,13.69,50.47,right
26.67,73.58,14.94,50.83,right
27.86,251.28,21.68,51.43,front
28.27,251.72,23.05,51.51,front
29.24,76.41,22.61,50.59,front
30.38,237.66,23.41,52.11,front
30.01,101.3,22.41,52.24,front
30.38,250.78,21.52,51.75,front
30.24,119.7,19.33,50.88,right
29.77,250.87,15.37,50.83,right
29.31,250.43,15.52,51.71,right
30.09,250.36,14.67,51.78,right
29.9,118.9,14.3,53.23,right
32.15,125.36,13.96,52,right
55.64,251.67,14.98,52.22,right
54.6,34.87,15.56,52.87,right
53.38,34.51,17.8,55.23,right
53.58,35.02,26.74,113.42,front
54.43,33.83,27.52,113.58,front
53.57,31.96,27.97,96.71,front
54.3,32.3,28.63,114.43,front
54.32,31.96,27.95,114.9,front
53.81,32.44,28.44,90.71,front
54.23,34.05,27.9,112.8,front
53.26,35.55,17.17,112.76,right
53.24,35,15.13,113.48,right
53.09,36.4,13.77,112.51,right
53.21,35.46,14.47,113.02,right
53.16,35.04,14.06,113.37,right
53.74,34.61,14.62,52.24,right
54.57,32.86,15.18,47.31,right
53.67,31.79,18.22,57.09,right
55.3,31.52,29.19,91.22,front
55.61,31.2,29.77,30.87,front
55,32.15,29.95,30.31,front
55.11,32.11,30.33,29.58,front
56.51,31.43,30.96,30.29,front
56.1,31.59,31.25,116.79,front
54.72,30.97,29.39,113.83,front
55.4,31.94,29.19,114.41,front
53.96,32.23,8.69,113.08,right
54.64,32.91,8.16,109.31,right
53.36,34.29,5.56,109.21,right
53.36,34.29,5.32,112.05,right
53.81,33.8,5.1,109.26,right
53.45,33.3,4.06,113.73,right
53.6,32.73,2.99,114.92,right
54.79,31.67,2.84,37.32,right
54.23,31.45,2.89,38.08,right
55.15,31.18,3.2,30.09,right
55.51,31.62,3.42,27.61,right
55.73,30.6,4.23,24.89,right
58.04,31.04,54.28,23.05,front
57.73,30.38,53.6,23.97,front
59.25,25.77,10.52,24.45,right
58.67,25.53,8.81,24.45,right
58.07,23.95,11.02,23.22,right
60.47,23.66,10.74,22.46,right
116.14,22.95,12.53,24.73,right
117.84,22.59,11.92,24.16,right
117.42,21.74,12.87,35.53,right
118.85,21.45,13.48,37.11,right
117.79,20.65,15.25,45.51,right
118.95,20.23,16.8,43.88,right
120.72,19.84,58.94,901.34,front
28.46,18.55,118,25.59,front
28.32,18.41,61.66,25.16,front
27.68,18.09,61.06,25.04,front
26.96,18.12,117.95,25.72,front
27.68,18.26,76.64,27.2,front
27.56,18.38,76.31,26.45,front
27.83,18.46,58.72,26.3,front
27.73,18.62,55.57,25.55,front
29.12,18.75,54.74,26.47,front
30.16,19.41,38.44,109.31,front
121.72,19.35,56.53,38.68,front
199.82,20.11,56.15,902.6,front
68.36,21.23,58.16,35.8,front
66.06,21.83,57.94,35.45,front
99.94,22.51,77.67,36.16,front
59.47,23.02,80.72,24.19,front
57.89,24.11,35.73,22.66,front
57.82,26.69,33.08,26.66,front
57.61,30.91,32.52,25.33,front
56.51,30.11,31.13,36.58,front
54.4,31.25,30.16,27.59,front
43.18,30.91,29.97,55.66,front
56.32,31.74,20.42,30.58,front
53.09,34.17,19.16,45.15,right
53.89,33.97,27.52,56.15,front
39.53,34.31,27.44,45.61,front
52.55,34.65,27.37,51.02,front
53.72,36.82,19.91,48.21,right
34.75,251.14,20.25,51.54,front
51.68,206.69,20.4,50.68,front
31.54,249.73,26.27,53.3,front
30.62,236.9,19.77,52.45,right
29.53,80.16,20.25,53.04,front
29.32,250.82,20.77,51.73,front
28.76,251.96,20.82,50.25,front
28.02,52.17,19.89,49.83,right
28.53,72.35,20.26,50.76,front
28.66,251.02,21.03,51.48,front
10.46,57.55,23.15,50.73,left
10.2,71.35,23.19,50.59,left
8.81,71.16,10.74,50.59,right
7.74,71.64,8.55,49.96,right
6.85,74.43,7.04,49.59,right
5.68,71.57,5.97,49.52,right
5.1,71.45,4.4,51.1,right
4.66,72.18,3.28,50,right
4.17,72,2.48,50.29,right
4.45,71.23,8.02,50.25,right
5.63,72.52,1071.78,51.88,left
11.59,250.07,3.91,51.83,right
9.74,153.85,2.81,51.65,right
10.2,239.53,3.67,52.14,right
10.98,249.66,2.35,51.78,right
10.97,75.07,2.53,53.3,right
10.88,142.55,2.21,57.49,right
11.68,35.67,2.33,73.87,right
11.34,34.53,2.53,98.99,right
12.1,33.76,2.75,93.7,right
14.4,34.44,2.96,91.07,right
53.5,32.69,3.54,60.89,right
54.6,31.47,3.26,55.3,right
55.96,30.77,4.03,34.82,right
55.3,31.45,4.88,24.09,right
57.22,29.17,219.5,30.6,front
58.23,27.37,10.46,27.18,right
58.6,24.94,6.63,24.75,right
59.82,23.97,8.47,28.9,right
60.1,23.48,6.55,24.87,right
117.88,22.51,6.77,36.45,right
118.34,21.4,5.54,35.39,right
117.11,21.44,4.96,37.08,right
118.07,20.55,6.83,37.47,right
119.27,20.06,7.91,900.32,right
28.61,18.8,60.4,26.54,front
26.47,18.58,59.25,25.25,front
27.52,18.41,59.57,24.11,front
27.3,18.17,59.82,24.04,front
29.48,18.16,60.03,24.02,front
29.39,18.16,60.08,23.34,front
27.52,18.17,61.06,24.02,front
28.48,18.62,60.89,24.16,front
27.66,18.31,61.06,24.48,front
26.66,18.45,61.17,25.26,front
26.88,18.58,8.87,26.59,right
27.47,18.94,7.63,25.87,right
28.54,18.96,6.77,26.44,right
28.53,19.04,6.31,26.72,right
27.83,18.8,6.92,27.01,right
27.95,18.77,7.48,26.18,right
26.91,18.53,9.89,26.16,right
27.2,18.33,60.72,23.73,front
28.53,18.19,60.37,23.38,front
29.51,18.05,61.39,25.01,front
31.43,17.95,61.01,22.83,front
29.48,18.11,61.71,23.87,front
28.99,18.19,61.54,23.9,front
27.74,18.38,59.79,23.89,front
28.97,18.51,59.93,25.13,front
26.96,18.63,59.52,25.55,front
28.22,18.94,7.91,25.67,right
27.8,19.16,6.73,34.95,right
28.02,19.3,6.14,38.39,right
28.48,19.3,5.75,910.66,right
27.74,19.04,6.75,37.32,right
27.73,18.99,7.63,39.44,right
28.31,18.9,7.91,37.72,right
26.76,18.7,9.23,36.19,right
26.16,18.48,61.01,37.03,front
26.47,18.28,61.29,26.84,front
28.1,18.26,61.15,29.87,front
27.05,18.17,61.86,27.17,front
27.3,18.22,61.51,71.06,front
33.34,18.34,59.72,28.93,front
39.03,18.46,60.71,24.75,front
27.63,18.6,61.18,25.09,front
26.04,18.63,9.59,24.84,right
20.76,18.96,7.74,25.55,right
19.4,19.02,7.17,25.76,right
20.18,18.99,7.21,25.74,right
26.84,18.82,8.19,28.44,right
19.65,18.73,9.13,28.31,right
19.8,18.53,59.3,32.44,left
20.3,18.41,59.6,56.24,front
22.81,18.33,59.89,57.73,front
25.31,18.58,60.96,57.46,front
22.92,18.31,60.95,56.68,front
21.95,18.41,59.14,56.64,front
24.65,18.51,60.15,56.46,front
306.27,18.8,58.8,57.73,front
22.17,18.87,59.09,63.89,front
20.88,19.11,9.49,212.94,right
212.01,19.46,7.92,913.24,right
120.97,19.52,7.84,24.77,right
97.65,19.4,8.33,24.46,right
98.19,19.3,9.4,25.94,right
21.23,19.23,9.83,59.18,right
20.59,19.06,59.82,58.67,front
21.13,18.87,58.5,58.36,front
20.48,18.7,59.86,57.26,front
20.84,18.75,60.47,65.87,front
20.38,18.8,60.01,60.01,front
20.33,18.9,59.52,58.8,front
20.18,19.06,60.47,56.61,front
20.81,19.6,58.33,60.04,front
21.3,19.52,11.08,58.94,right
20.38,19.67,10.68,58.11,right
19.69,19.91,10.25,26.1,right
19.69,20.3,57.82,65.6,left
19.11,20.09,58.68,59.74,left
19.13,20.04,58.65,58.29,left
19.04,20.13,57.36,25.11,left
21.13,20.09,57.65,23.34,front
121.81,20.45,8.76,23.46,right
120.12,20.38,8.82,23.41,right
120.62,20.88,8.45,23.24,right
120.34,20.91,9.27,23.48,right
19.62,21.01,10.61,22.98,right
19.13,21.03,58.21,23.02,left
18.28,20.69,57.19,24.41,left
18.24,21.03,58.92,26.01,left
18.24,20.69,58.33,24.06,left
18.67,20.69,58.72,24.16,left
19.09,20.6,56.88,23.46,left
19.58,20.69,11.37,23.05,right
118.2,20.76,7.91,87.99,right
120.45,20.6,8.02,914.87,right
20.33,20.6,57.61,60.38,front
19.89,21.01,59.11,61.18,left
18.68,20.65,57.15,59.47,left
18.96,21.03,57.19,57.78,left
18.17,20.74,58.75,56.78,left
18.55,20.77,57.43,64.01,left
18.58,21.17,57.04,59.25,left
19.35,20.84,57.53,24.11,left
20.6,21.23,10.18,23.09,right
118.01,21.2,8.13,23.12,right
119.09,20.77,8.23,24.34,right
118.78,21.27,8.67,23.48,right
120.87,21.05,11.59,23.48,right
18.6,21.11,57.58,25.31,left
18.09,21.18,58.23,57.07,left
18.55,20.65,58.72,57.53,left
18.09,20.76,57.85,57.6,left
18.6,20.65,58.23,65.67,left
18.6,20.81,57.95,24.48,left
19.84,20.76,10.2,23.12,right
120.34,21.18,8.7,23.66,right
120,20.89,8.25,23.6,right
121.16,21.1,9.25,23.19,right
20.6,20.82,10.97,22.68,right
19.35,20.84,57.95,25.55,left
18.55,21.18,59.09,57.55,left
18.11,21.13,58.29,58.57,left
18.9,21.11,58.26,59.21,left
18.51,21.1,56.53,59.67,left
19.3,21.23,57.22,22.53,left
19.35,2.82,10.81,23.39,right
118.35,20.84,8.67,24.22,right
119.07,21.32,8.18,24.17,right
119.97,20.77,8.82,24.29,right
20.98,20.81,10.06,22.68,right
18.94,21.13,57.19,24.16,left
19.46,20.55,57.85,57.39,left
19.04,20.59,57.14,58.89,left
18.82,20.45,57.14,170.39,left
18.82,20.47,57,24.77,left
122.06,20.37,8.55,24.24,right
119.22,20.33,6.89,23.17,right
119.65,20.67,7.12,23.68,right
119.26,20.3,7.38,24.29,right
119.48,20.55,8.25,23.22,right
119.97,20.52,10.98,58.57,right
20.69,20.11,58.67,58.07,front
19.91,20.13,57.65,59.47,left
19.04,20.6,59.45,57.68,left
19.3,20.38,58.11,59.08,left
18.89,20.76,57.73,57.66,left
18.51,20.65,59.01,57.17,left
18.51,20.42,57.26,60.57,left
19.35,20.33,57.39,23.44,left
120.38,20.31,8.11,22.95,right
119.78,20.89,6.56,25.62,right
118.12,20.91,5.75,20.11,right
118.98,20.91,6.09,20.89,right
118.54,20.84,6.61,24.77,right
119.09,20.89,7.48,24.22,right
118.78,20.82,9.84,23.53,right
20.48,20.76,58.24,24.51,front
18.7,20.84,58.82,58.72,left
18.26,20.54,59.09,57.24,left
18.48,20.77,58.17,55.47,left
18.39,21.3,57.43,56.36,left
17.95,21.27,59.02,59.93,left
18.33,21.37,57.38,56.47,left
18.7,21.39,58.17,62.07,left
19.24,21.11,10.73,80.58,right
120.36,21.54,8.38,86.29,right
117.2,21.62,7.8,20.96,right
117.06,21.79,8.13,24.89,right
119.15,21.61,9.54,24.96,right
119.99,21.25,11.7,79.53,right
18.97,21.69,56.64,27.68,left
17.68,21.18,58.26,24.67,left
17.53,21.68,58,25.33,left
17.99,21.62,58.72,57.89,left
17.9,21.37,57.07,56.93,left
18.02,21.3,56.59,58.04,left
19.16,21.76,57.55,23.99,left
118.51,21.44,11.63,24.19,right
117.76,21.85,9.03,19.31,back
118.85,21.95,9.27,19.02,back
117.59,21.91,10.1,18.63,back
117.08,21.68,11.39,19.33,back
117.66,21.45,12.95,20.42,right
119.29,20.98,13.8,20.26,right
118.01,20.74,15.81,26.04,right
120,20.38,16.9,25.55,right
121.06,20.11,58.14,911.76,front
305.92,19.84,59.38,57.73,front
93.52,19.67,61.42,55.61,front
22.05,19.69,61.46,55.71,front
21.52,20.3,60.72,55.3,front
22.44,20.42,62.31,56.93,front
21.9,20.74,61.64,55.25,front
26.32,21.05,61.12,55.18,front
307.9,21.76,116.52,56.08,front
22.53,22.44,61.64,54.37,front
20.54,22.76,115.5,53.33,front
18.6,22.9,116.01,53.62,left
18.87,23.95,114.7,53.36,left
18.77,23.9,115.21,52.31,left
18.33,24.62,114.29,52.75,left
301.94,24.82,59.53,55.1,front
15.95,24.89,57.49,234.6,left
15.3,24.75,56.81,53.24,left
119.97,24.96,56.46,161.4,front
13.99,25.16,55.39,22.98,left
116.59,25.62,55.61,911.3,front
114.21,26.44,55.25,65.86,front
116.26,27.17,56.02,22.75,front
101.37,27.8,55.74,15.18,left
112.85,28.99,54.88,16.32,left
95.66,29.82,88.84,16.34,left
112.44,33.25,53.04,22.1,front
111.86,33.05,71.57,145.98,front
56.73,33.8,69.87,144.08,front
56.17,32.66,47.4,168.25,front
55.3,32.3,34.48,78.32,front
109.16,32.66,34.09,199.95,front
108.87,34.44,32.69,198.95,front
110.98,39.08,31.82,186.2,front
107.59,39.7,31.74,107.36,front
55.9,51.31,31.37,187.63,front
56.88,97.56,30.06,110.09,front
55.66,55,29.58,58.72,front
51.19,101.63,28.68,108.77,front
47.72,64.04,28.44,103.84,front
45.88,64.38,27.9,101.93,front
45.08,102.05,27.32,102.17,front
44.23,102.95,26.83,102.24,front
43.4,58.29,26.18,67.39,front
42.26,87.87,25.31,99.52,front
40.66,71.47,24.8,59.5,front
39.93,60.08,23.8,99.2,front
39.03,58.85,23.6,98.5,front
39.08,52.75,22.75,97.34,front
38.18,517.34,21.59,95.51,front
36.81,80.16,21.1,95.66,front
35.97,38.39,20.48,94.35,front
35.55,96.65,20.11,93.31,front
34.51,75.46,19.7,93.13,right
33.68,64.58,19.38,73.52,right
32.95,66.78,18.68,91.8,right
33.1,509.92,18.31,91.66,right
32.88,85.75,18.73,72.37,right
32.33,67.03,18.46,92.92,right
32.66,403.44,19.26,222.94,right
90.07,87.81,20.25,188.39,front
89.78,286.93,21.47,191.54,front
89.37,38.68,22.73,64.04,front
89.66,36.79,23.94,190.13,front
89.13,39.03,25.04,271.92,front
88.64,37.52,30.41,185.88,front
87.77,38.17,30.4,255.31,front
86.8,49.73,28.82,187.82,front
86.58,50.35,28.97,260.13,front
86.63,41.89,29.32,165.99,front
85.1,42.26,28.87,56.36,front
75.94,33.59,27.8,143.12,front
84.29,32.69,29.87,142.39,front
84.42,33.46,83.5,182.38,front
83.01,34.37,83.15,903.98,front
81.92,55.45,81.63,198.39,front
80.43,38.76,78.85,196.54,front
79.95,56.8,79.1,195.55,front
79.22,58.53,78.56,196.16,front
79.15,59.4,77.28,198.76,front
77.89,59.57,75.23,69.75,front
76.89,60.71,75.67,195.67,front
76.14,61.23,73.32,200.4,front
75.67,61.97,72.79,194.74,front
75.56,63.56,71.79,199.24,front
74.31,64.52,71.3,201.76,front
73.97,65.11,69.73,182.63,front
73.85,66.86,69.63,199.16,front
73.39,67.06,67.93,200.41,front
72.3,67.25,68.31,182.95,front
73.32,63.6,67.03,204.27,front
73.32,63,66.66,202.47,front
70.23,67.1,65.43,903.74,front
67,66.74,62.78,903.24,front
67.39,70.63,61.39,904.18,front
138.35,75.79,59.14,114.29,front
137.79,76.57,59.09,124.85,front
132.82,74.36,57.72,187.68,front
66.42,77.86,56.8,903.99,front
131.5,81.06,54.96,126.07,front
128.69,84.03,54.32,904.3,front
132.04,70.6,53.11,209.54,front
132.06,86.43,52.39,144.36,front
129.15,87.01,52.14,147.03,front
128.27,86.43,51.37,147.71,front
129.56,89.71,49.81,146.71,front
122.49,90.3,49.1,143.12,front
123.08,91.77,48.79,208.83,front
122.42,68.2,48.38,200.18,front
127.08,79.46,46.26,92.48,front
124.3,92.65,45.54,145.57,front
128.93,95.74,45.31,155.55,front
125.27,97.43,46.6,198.82,front
120.48,96.66,43.62,202.01,front
124.25,99.31,42.89,154.34,front
118.3,99.21,46.95,245.89,front
138.69,100.79,46.33,158.47,front
121.45,101.01,40.32,89.71,front
117.91,102.63,40.83,196.59,front
116.08,102.12,43.79,191.76,front
116.04,105.59,42.23,160.57,front
113.24,107.76,39.75,196.74,front
112.91,89.71,41.84,194.89,front
113.42,107.47,112.49,84.29,front
109.72,108.49,40.19,125.49,front
112.57,110.28,1075.27,196.84,front
105.57,111.72,112.3,73.66,front
104.57,113.8,111.1,80.39,front
106.28,115.06,98.23,125.44,front
109.38,116.48,107.15,84.08,front
102.41,118.34,96.36,128.64,front
102.14,118.34,95.35,130.19,front
99.26,120.45,101.24,191.73,front
98.02,119.78,120.28,104.21,front
98.55,121.16,89.71,171.46,front
94.49,122.57,102.88,102.83,front
92.29,123.2,90.36,94.81,front
93.28,124.19,87.53,94.64,front
91.65,125.21,87.43,88.09,front
89.45,126.55,85.75,94.71,front
88.5,127.55,84.1,131.77,front
87.5,128.57,90.13,91.49,front
86.95,101.71,86.16,88.35,front
87.23,130.54,81.72,136.22,front
84.32,132.26,93.08,104.65,front
86.46,131.36,80.72,91.51,front
83.5,134.4,81.41,88.93,front
84.29,126.63,79.27,115.97,front
87.3,137.04,78.03,124.08,front
85.88,136.27,76.67,128.89,front
81.58,139.54,90.88,106.2,front
79.49,124.64,85,83.3,front
84.56,140.71,78.3,88.43,front
79.63,140.08,75.07,88.77,front
79.8,142.56,73.39,81.77,front
77.45,143.14,73.81,77.95,front
77.25,142.92,85.15,78.97,front
75.99,144.3,84.66,121.52,front
75.75,144.99,72.66,94.42,front
73.52,139.42,70.7,112.2,front
73.32,146.56,69.72,66.71,front
73.97,97.89,70.16,100.56,front
72.74,111.23,83.57,79.22,front
69.46,150.33,77.93,96.27,front
67.32,141.71,77.16,54.93,front
67.3,152.9,75.56,81.52,front
67.59,102.24,73.36,80.27,front
66.35,153.19,69.79,74.43,front
65.09,122.91,71.31,52.58,front
62.02,156.11,62.08,82.35,front
67.15,157.74,61.88,77.06,front
57.58,156.83,75.45,139.21,front
54.43,50.44,61.78,117.33,front
53.01,158.58,60.21,77.57,front
53.31,83.44,59.36,56,front
52.43,131.58,57.43,74.32,front
52.97,85.88,58.74,56.78,front
55.35,162.21,70.04,70.38,front
55.9,162.64,56.24,82.74,front
57.49,115.99,54.18,58.21,front
56.02,122.88,55.57,82.77,front
54.89,165.14,53.11,61.83,front
46.51,90.24,53.11,84.59,front
45,167.18,50.81,68.92,front
45,169.32,52.72,66.23,front
42.76,16.47,54.43,75.58,front
43.11,19.23,49.9,66.5,front
18.45,178.52,50.54,52.07,left
18.12,278,48.74,48.09,left
18.24,176.02,35.67,50.54,left
15.47,1077.41,51.29,14.48,left
10.32,645.64,28.76,26.96,left
10.4,1080.27,24.09,13.48,left
9.76,194.06,22.9,8.7,left
10.13,53.86,22.54,7.4,left
19.52,258.93,21.54,6.92,left
43.33,260.85,20.89,6.17,left
30.72,105.79,20.55,6.55,left
29.46,71.06,20.2,7.26,left
26.23,459.2,20.06,7.33,left
24.34,214.54,20.55,8.04,left
22.73,506.92,21.85,9.25,left
21.69,138.58,23.9,11.49,left
21.4,78.78,35.12,18.67,left
21.03,245.85,33.37,24.84,front
20.88,126.91,33.76,18.46,left
21.37,292.62,33.39,20.81,front
21.49,187.56,90.88,19.65,left
22.12,293.73,89.68,19.4,left
22.88,56,89.37,18.97,left
23.09,84.51,89.91,18.55,left
27.4,100.93,23.48,19.04,left
31.43,121.19,89.23,19.24,left
31.37,68.32,25.81,20.09,front
33.03,66.54,91.53,20.09,front
34.73,101.22,22.61,20.31,front
89.23,102.77,1072.39,21.2,front
88.2,27.56,1074.67,21.62,front
86.41,132.41,1075.32,21.4,front
84.15,20.59,1074.55,21.17,front
81.38,29.94,1074.62,21.45,front
15.37,54.74,1074.52,21.01,left
78.44,58.94,1074.94,915.72,front
75.99,61.08,33.69,78.42,front
77.45,59.02,37.33,74.56,front
78.08,59.69,47.24,75.4,front
77.09,60.5,40.89,74.58,front
76.96,60.64,39.73,73.39,front
77.09,61.42,40.1,73.17,front
77.45,61.18,39.54,72.66,front
76.38,64.4,38.11,72.49,front
75.29,63.58,38.37,72.03,front
75.46,63.89,37.69,162.33,front
77.3,65.76,39.03,69.87,front
154.29,66.54,1072.53,71.01,front
150.96,63.29,1075.06,68.31,front
42.52,68.02,96.53,65.99,front
46.36,68.09,95.23,64.99,front
57.78,66.42,170.7,65.59,front
145.98,69.8,93.45,63.75,front
59.18,68.15,93.28,65.64,front
145.54,71.66,1074.59,62.25,front
144.7,71.96,21.3,63.75,front
141.61,75.07,23.15,63.26,front
140.9,73.49,89.32,60.93,front
31.59,74.24,28.53,60.64,front
31.31,74.82,24.58,59.86,front
32.08,76.59,34.54,59.52,front
34.34,76.87,86.17,56.71,front
33.47,92.56,39.97,33.17,front
32.11,78.49,98.28,30.53,front
29.29,80.46,47.04,29.15,front
28.8,79.39,45.39,29.51,front
25.47,82.48,95.2,27.52,front
24.26,81.07,36.65,53.01,front
22.98,82.7,230.5,51.97,front
22.46,85.87,43.23,54.69,front
19.58,96.63,35.31,57.46,left
22.37,68.44,33.73,54.4,front
15.16,93.7,46.31,20.76,left
13.18,99.52,1072.05,17.61,left
9.91,106.76,1074.84,17.17,left
8.4,659.12,83.96,59.4,left
7.45,344.68,81.31,11.05,left
7.45,38.34,79.15,8.52,left
7.53,34.7,83.95,12.44,left
8.47,82.16,204.95,6.31,left
35.72,33.98,82.6,5.47,left
